id,drug_name,drug_id,created_at,updated_at,quantity,price,invoice_id,deleted_at,discount
3651,Cap Lipofen 200mg,26,2019-02-15 13:51:14,2019-02-15 13:51:14,17,20,1095,,15
3652,Cap Edwin D,43,2019-02-15 13:51:14,2019-02-15 13:51:14,2,230,1095,,23.5
3653,Tab  Ostin,51,2019-02-15 13:51:14,2019-02-15 13:51:14,40,37,1095,,15
3654,Tab  Stevit,52,2019-02-15 13:51:14,2019-02-15 13:51:14,40,38.25,1095,,15
3655,Tab  Xibmed  60mg,151,2019-02-15 13:51:14,2019-02-15 13:51:14,30,10,1095,,23.5
3656,Tab  Telsarta-A  5/40,39,2019-02-15 14:20:52,2019-02-15 14:20:52,14,17.86,1096,,15
3657,Tab  Stevit,52,2019-02-15 14:20:52,2019-02-15 14:20:52,20,38.25,1096,,15
3658,Cap Colonil MR 200mg,14,2019-02-15 14:25:45,2019-02-15 14:25:45,10,24.1,1097,,23.5
3659,Tab  Ostin,51,2019-02-15 14:25:45,2019-02-15 14:25:45,20,37,1097,,15
3660,Tab  Pro-D state,161,2019-02-15 14:25:45,2019-02-15 14:25:45,1,170,1097,,23.5
3661,Tab Acetra 37.5mg/325mg,41,2019-02-15 14:39:42,2019-02-15 14:39:42,28,10,1098,,23.5
3662,Pentoxol-M,72,2019-02-15 14:39:42,2019-02-15 14:39:42,14,4.44,1098,,15
3663,Cap Colonil MR 200mg,14,2019-02-15 14:39:42,2019-02-15 14:39:42,22,24.1,1098,,23.5
3664,Cap Edwin D,43,2019-02-15 15:06:03,2019-02-15 15:06:03,3,230,1099,,23.5
3665,Tab  Stevit,52,2019-02-15 15:06:03,2019-02-15 15:06:03,60,38.25,1099,,15
3666,Tab  Oniron 8mg,17,2019-02-15 15:41:27,2019-02-15 15:41:27,30,25,1100,,23.5
3667,Tab Naze .05mg,160,2019-02-15 15:41:27,2019-02-15 15:41:27,10,2.7,1100,,16.7
3668,Tab  Lasoride,63,2019-02-15 15:54:53,2019-02-15 15:54:53,30,3.81,1101,,15
3669,Tab  Pepcidine  40mg,148,2019-02-15 15:54:53,2019-02-15 15:54:53,30,32.6,1101,,15
3670,Tab  Anafer,158,2019-02-15 15:57:54,2019-02-15 15:57:54,20,19.75,1102,,23.5
3671,Tab  Stevit,52,2019-02-15 15:57:54,2019-02-15 15:57:54,20,38.25,1102,,15
3672,Tab  Pepcidine  40mg,148,2019-02-15 15:57:54,2019-02-15 15:57:54,10,32.6,1102,,15
3673,Tab  Pepzym,76,2019-02-15 15:57:54,2019-02-15 15:57:54,30,8.83,1102,,15
3674,Tab   Ezilax,80,2019-02-15 15:57:54,2019-02-15 15:57:54,16,21.39,1102,,15
3675,Tab  Pro-D state,161,2019-02-15 15:57:55,2019-02-15 15:57:55,1,170,1102,,23.5
3676,Tab  Ostin,51,2019-02-15 15:57:55,2019-02-15 15:57:55,20,37,1102,,15
3677,Cap LapraZole -30mg,6,2019-02-15 16:20:06,2019-02-15 16:20:06,15,14.71,1103,,23.5
3678,Tab  Itofix SR 150mg,15,2019-02-15 16:20:06,2019-02-15 16:20:06,15,32.5,1103,,23.5
3679,Pentoxol-M,72,2019-02-15 16:20:06,2019-02-15 16:20:06,15,4.44,1103,,15
3710,Montiget 10mg,71,2019-02-18 12:34:04,2019-02-18 12:34:04,6,22.93,1136,,15
3711,Tab Neumox,7,2019-02-18 12:34:04,2019-02-18 12:34:04,3,79.8,1136,,23.5
3712,Cap Waraxim 400mg,36,2019-02-18 12:34:05,2019-02-18 12:34:05,3,65,1136,,17.55
3713,Tab  Inosuta plus 50/500mg,159,2019-02-18 12:34:05,2019-02-18 12:34:05,14,23,1136,,15
3714,Tab  Sofvasc  10mg,162,2019-02-18 13:18:28,2019-02-18 13:18:28,60,14,1137,,15
3715,Tab Naze .05mg,160,2019-02-18 13:18:29,2019-02-18 13:18:29,30,2.7,1137,,16.7
3716,Cap LapraZole -30mg,6,2019-02-18 13:18:29,2019-02-18 13:18:29,30,14.71,1137,,23.5
3717,Tab  Itofix SR 150mg,15,2019-02-18 13:18:29,2019-02-18 13:18:29,30,32.5,1137,,23.5
3718,Cap Rezz -20,19,2019-02-18 13:21:10,2019-02-18 13:21:10,20,15.8,1138,,23.5
3719,Tab  Itofix SR 150mg,15,2019-02-18 13:21:10,2019-02-18 13:21:10,20,32.5,1138,,23.5
3720,Tab  Topagen  25mg,50,2019-02-18 13:21:10,2019-02-18 13:21:10,20,15,1138,,15
3721,Tab Neumox,7,2019-02-18 13:21:10,2019-02-18 13:21:10,5,79.8,1138,,23.5
3722,Cap Rezz -20,19,2019-02-18 13:23:11,2019-02-18 13:23:11,20,15.8,1139,,23.5
3723,Cap Colonil MR 200mg,14,2019-02-18 13:23:11,2019-02-18 13:23:11,40,24.1,1139,,23.5
3724,Tab  Itofix SR 150mg,15,2019-02-18 13:23:11,2019-02-18 13:23:11,20,32.5,1139,,23.5
3725,Tab  Itofix SR 150mg,15,2019-02-18 13:57:52,2019-02-18 13:57:52,15,32.5,1140,,23.5
3726,Cap Colonil MR 200mg,14,2019-02-18 13:57:52,2019-02-18 13:57:52,30,24.1,1140,,23.5
3727,Tab  Paromax  20mg,49,2019-02-18 13:57:52,2019-02-18 13:57:52,15,21.5,1140,,15
3728,Cap Solus 40mg,34,2019-02-18 13:57:52,2019-02-18 13:57:52,15,22,1140,,17.55
3729,Tab  Lasoride,63,2019-02-18 14:04:09,2019-02-18 14:04:09,15,3.81,1141,,15
3730,Tab  Vadil  12.5mg,74,2019-02-18 14:04:09,2019-02-18 14:04:09,8,8.93,1141,,15
3731,Tab Neumox,7,2019-02-18 14:04:09,2019-02-18 14:04:09,5,79.8,1141,,23.5
3732,Tab Naze .05mg,160,2019-02-18 14:04:09,2019-02-18 14:04:09,8,2.7,1141,,16.7
3733,Tab DIAMICRON MR 60 mg,155,2019-02-18 14:04:10,2019-02-18 14:04:10,8,17.04,1141,,15
3734,Tab Valtec 80mg,33,2019-02-18 14:23:49,2019-02-18 14:23:49,15,11,1142,,15
3735,Tab  Lasoride,63,2019-02-18 14:23:49,2019-02-18 14:23:49,15,3.81,1142,,15
3736,Tab Byscard  5mg,59,2019-02-18 14:23:49,2019-02-18 14:23:49,8,13.04,1142,,15
3737,Tab Kestore 10mg,25,2019-02-18 14:23:49,2019-02-18 14:23:49,30,20.98,1142,,15
3738,Tab  Inosuta plus 50/500mg,159,2019-02-18 14:27:20,2019-02-18 14:27:20,28,23,1143,,15
3739,Tab DIAMICRON MR 60 mg,155,2019-02-18 14:27:20,2019-02-18 14:27:20,14,17.04,1143,,15
3740,Tab  Telsarta-A  5/80,40,2019-02-18 14:27:20,2019-02-18 14:27:20,14,27.14,1143,,15
3741,Tab  Pro-D state,161,2019-02-18 14:27:20,2019-02-18 14:27:20,1,170,1143,,23.5
3742,CILAVIT  UC-II,157,2019-02-18 14:27:20,2019-02-18 14:27:20,20,80,1143,,15
3743,Tab  Ostin,51,2019-02-18 14:27:20,2019-02-18 14:27:20,20,37,1143,,15
3744,Tab  Paraxyl  12.5mg,69,2019-02-18 14:27:20,2019-02-18 14:27:20,14,23.33,1143,,15
3745,Tab Naze .05mg,160,2019-02-18 14:27:20,2019-02-18 14:27:20,14,2.7,1143,,16.7
3746,Tab Kestore 10mg,25,2019-02-18 14:27:20,2019-02-18 14:27:20,14,20.98,1143,,15
3747,Tab Acetra 37.5mg/325mg,41,2019-02-18 14:27:20,2019-02-18 14:27:20,28,10,1143,,23.5
3748,Montiget 10mg,71,2019-02-18 15:52:06,2019-02-18 15:52:06,14,22.93,1144,,15
3749,Tab Neumox,7,2019-02-18 15:52:06,2019-02-18 15:52:06,5,79.8,1144,,23.5
3750,Tab  Lasoride,63,2019-02-18 15:52:06,2019-02-18 15:52:06,10,3.81,1144,,15
3751,Tab  Anafer,158,2019-02-18 15:52:06,2019-02-18 15:52:06,26,19.75,1144,,23.5
3752,Tab Zerifax 550 mg,156,2019-02-18 16:11:14,2019-02-18 16:11:14,14,49.68,1145,,20.95
3753,Tab  Pepcidine  40mg,148,2019-02-18 16:11:14,2019-02-18 16:11:14,7,32.6,1145,,15
3754,Cap Waraxim 400mg,36,2019-02-18 16:11:14,2019-02-18 16:11:14,7,65,1145,,17.55
3755,Tab  Pepzym,76,2019-02-18 16:11:14,2019-02-18 16:11:14,14,8.83,1145,,15
3756,Tab  Lasoride,63,2019-02-18 16:11:15,2019-02-18 16:11:15,14,3.81,1145,,15
3757,Tab  Pepcidine  40mg,148,2019-02-19 14:00:53,2019-02-19 14:00:53,14,32.6,1146,,15
3758,Tab  Itofix SR 150mg,15,2019-02-19 14:00:53,2019-02-19 14:00:53,7,32.5,1146,,23.5
3759,Tab  Librax,163,2019-02-19 14:00:53,2019-02-19 14:00:53,14,4,1146,,15
3760,CILAVIT  UC-II,157,2019-02-19 14:03:04,2019-02-19 14:03:04,20,80,1147,,15
3761,Tab Kestore 10mg,25,2019-02-19 14:03:04,2019-02-19 14:03:04,20,20.98,1147,,15
3762,Cap Rezz -20,19,2019-02-19 14:25:02,2019-02-19 14:25:02,7,15.8,1148,,23.5
3763,Cap Colonil MR 200mg,14,2019-02-19 14:25:02,2019-02-19 14:25:02,28,24.1,1148,,23.5
3764,Pentoxol-M,72,2019-02-19 14:25:02,2019-02-19 14:25:02,14,4.44,1148,,15
3765,Tab  Stevit,52,2019-02-19 14:25:03,2019-02-19 14:25:03,20,38.25,1148,,15
3766,Tab  NoSPA  Forte  80mg,62,2019-02-19 14:25:03,2019-02-19 14:25:03,10,13.85,1148,,15
3767,Cap Rezz -20,19,2019-02-19 16:13:04,2019-02-19 16:13:04,14,15.8,1149,,23.5
3768,Pentoxol-M,72,2019-02-19 16:13:04,2019-02-19 16:13:04,60,4.44,1149,,15
3769,Tab  D-Cal  Z,147,2019-02-19 16:13:04,2019-02-19 16:13:04,30,25,1149,,23.5
3770,Tab Kestore 10mg,25,2019-02-19 16:13:04,2019-02-19 16:13:04,8,20.98,1149,,15
3771,Tab Amstan 5mg+160mg,22,2019-02-19 16:13:05,2019-02-19 16:13:05,30,28.57,1149,,15
3772,Tab  DioPlus  5/160mg,114,2019-02-19 16:30:05,2019-02-19 16:30:05,14,27.67,1150,,15
3773,Cap LapraZole -30mg,6,2019-02-19 16:30:05,2019-02-19 16:30:05,14,16.05,1150,,23.5
3774,Tab  Pepzym,76,2019-02-19 16:30:05,2019-02-19 16:30:05,28,8.83,1150,,15
3775,Tab   Ezilax,80,2019-02-19 16:30:05,2019-02-19 16:30:05,10,21.39,1150,,15
3776,Tab Acetra 37.5mg/325mg,41,2019-02-19 16:42:18,2019-02-19 16:42:18,21,10,1151,,23.5
3777,Cap  Azomox 250mg,37,2019-02-19 16:42:18,2019-02-19 16:42:18,14,33.83,1151,,15
3778,Tab  Pepcidine  40mg,148,2019-02-19 16:42:18,2019-02-19 16:42:18,7,32.6,1151,,15
3779,Tab  DioPlus  5/80mg,115,2019-02-19 19:28:35,2019-02-19 19:28:35,8,19.37,1152,,15
3780,Cap Colonil MR 200mg,14,2019-02-19 19:28:35,2019-02-19 19:28:35,14,24.1,1152,,23.5
3781,Cap LapraZole -30mg,6,2019-02-19 19:28:35,2019-02-19 19:28:35,7,16.05,1152,,23.5
3782,Tab Naze .05mg,160,2019-02-19 19:28:35,2019-02-19 19:28:35,7,2.7,1152,,16.7
3783,Tab B-Fit 20mg,44,2019-02-19 19:28:36,2019-02-19 19:28:36,10,6.5,1152,,15
3784,Tab  Stevit,52,2019-02-19 19:31:26,2019-02-19 19:31:26,20,38.25,1153,,15
3785,Tab  Itofix SR 150mg,15,2019-02-19 19:31:26,2019-02-19 19:31:26,10,32.5,1153,,23.5
3786,Tab  Omni,48,2019-02-19 19:31:26,2019-02-19 19:31:26,3,29.95,1153,,15
3787,Tab  Paraxyl  12.5mg,69,2019-02-19 19:31:26,2019-02-19 19:31:26,2,23.33,1153,,15
3788,Cap LapraZole -30mg,6,2019-02-19 19:33:48,2019-02-19 19:33:48,7,16.05,1154,,23.5
3789,Tab  Itofix SR 150mg,15,2019-02-19 19:33:48,2019-02-19 19:33:48,7,32.5,1154,,23.5
3790,Cap Colonil MR 200mg,14,2019-02-19 19:33:48,2019-02-19 19:33:48,14,24.1,1154,,23.5
3791,Tab  Librax,163,2019-02-19 19:33:48,2019-02-19 19:33:48,14,4,1154,,15
3792,Tab  Ostin,51,2019-02-19 19:33:48,2019-02-19 19:33:48,20,37,1154,,15
3793,Cap  Pegalin  50mg,153,2019-02-19 19:35:07,2019-02-19 19:35:07,20,14.29,1155,,15
3794,Tab  Lasoride,63,2019-02-19 19:35:07,2019-02-19 19:35:07,10,3.81,1155,,15
3795,Tab  Prolexa 10mg,77,2019-02-20 13:35:31,2019-02-20 13:35:31,10,20,1156,,15
3796,Cap Rezz -20,19,2019-02-20 13:35:31,2019-02-20 13:35:31,10,15.8,1156,,23.5
3797,Tab  Itofix SR 150mg,15,2019-02-20 13:35:31,2019-02-20 13:35:31,10,32.5,1156,,23.5
3798,Tab  Pro-D state,161,2019-02-20 13:35:31,2019-02-20 13:35:31,1,170,1156,,23.5
3799,Tab  Inosuta plus 50/500mg,159,2019-02-20 13:35:32,2019-02-20 13:35:32,20,23,1156,,15
3800,Tab  Stevit,52,2019-02-20 13:35:32,2019-02-20 13:35:32,20,38.25,1156,,15
3801,Cap Rezz -20,19,2019-02-20 13:56:15,2019-02-20 13:56:15,7,15.8,1157,,23.5
3802,Tab  Itofix SR 150mg,15,2019-02-20 13:56:15,2019-02-20 13:56:15,7,32.5,1157,,23.5
3803,Tab   Ezilax,80,2019-02-20 13:56:15,2019-02-20 13:56:15,10,21.39,1157,,15
3804,Tab  DioPlus  5/160mg,114,2019-02-20 13:56:16,2019-02-20 13:56:16,7,27.67,1157,,15
3805,Cap Waraxim 400mg,36,2019-02-20 13:56:16,2019-02-20 13:56:16,7,65,1157,,17.55
3806,Tab  Inosuta plus 50/500mg,159,2019-02-20 13:56:16,2019-02-20 13:56:16,7,23,1157,,15
3807,Tab  Glucophage  500mg,67,2019-02-20 13:56:16,2019-02-20 13:56:16,50,1.61,1157,,15
3808,Tab  DioPlus  5/80mg,115,2019-02-20 14:09:33,2019-02-20 14:09:33,5,19.37,1158,,15
3809,Tab  Febustat  40mg,152,2019-02-20 14:09:33,2019-02-20 14:09:33,5,18,1158,,15
3810,Pentoxol-M,72,2019-02-20 14:09:33,2019-02-20 14:09:33,10,4.44,1158,,15
3811,Tab Rast 10mg,31,2019-02-20 14:09:33,2019-02-20 14:09:33,12,19,1158,,15
3812,Tab  Paraxyl  12.5mg,69,2019-02-20 14:15:47,2019-02-20 14:15:47,15,23.33,1159,,15
3813,Cap Rezz -20,19,2019-02-20 14:15:47,2019-02-20 14:15:47,15,15.8,1159,,23.5
3814,Tab  Stevit,52,2019-02-20 14:15:47,2019-02-20 14:15:47,20,38.25,1159,,15
3815,Cap  Pegalin  50mg,153,2019-02-20 14:15:47,2019-02-20 14:15:47,30,14.29,1159,,15
3816,Tab  Telsarta-A  5/40,39,2019-02-20 15:30:32,2019-02-20 15:30:32,28,17.86,1160,,15
3817,Montiget 10mg,71,2019-02-20 15:30:32,2019-02-20 15:30:32,7,22.93,1160,,15
3818,Tab  Lasoride,63,2019-02-20 15:41:26,2019-02-20 15:41:26,30,3.81,1161,,15
3819,Tab  Pepcidine  40mg,148,2019-02-20 15:41:26,2019-02-20 15:41:26,15,32.6,1161,,15
3820,Tab  Pepzym,76,2019-02-20 15:41:26,2019-02-20 15:41:26,30,8.83,1161,,15
3821,Tab Zerifax 550 mg,156,2019-02-20 15:41:26,2019-02-20 15:41:26,15,49.68,1161,,20.95
3822,Cap Colonil MR 200mg,14,2019-02-21 12:42:58,2019-02-21 12:42:58,10,24.1,1162,,23.5
3823,Tab  Librax,163,2019-02-21 12:42:58,2019-02-21 12:42:58,10,4,1162,,15
3824,Pentoxol-M,72,2019-02-21 12:42:58,2019-02-21 12:42:58,10,4.44,1162,,15
3825,Tab Acetra 37.5mg/325mg,41,2019-02-21 12:42:58,2019-02-21 12:42:58,10,10,1162,,23.5
3826,Tab Naze .05mg,160,2019-02-21 12:42:58,2019-02-21 12:42:58,10,2.7,1162,,16.7
3827,Tab  Paraxyl  12.5mg,69,2019-02-21 12:42:58,2019-02-21 12:42:58,7,23.33,1162,,15
3828,Cap Rezz -20,19,2019-02-21 13:26:32,2019-02-21 13:26:32,7,15.8,1163,,23.5
3829,Tab  Librax,163,2019-02-21 13:26:32,2019-02-21 13:26:32,14,4,1163,,15
3830,Tab  Itofix SR 150mg,15,2019-02-21 13:26:32,2019-02-21 13:26:32,7,32.5,1163,,23.5
3831,Pentoxol-M,72,2019-02-21 13:26:32,2019-02-21 13:26:32,7,4.44,1163,,15
3832,Tab Sofvasc HCT  5/160/12.5,56,2019-02-21 14:19:18,2019-02-21 14:19:18,18,30,1164,,23.5
3833,Tab  Telsarta-A  5/80,40,2019-02-21 14:19:18,2019-02-21 14:19:18,16,27.14,1164,,15
3834,Tab Byscard  5mg,59,2019-02-21 14:19:18,2019-02-21 14:19:18,30,13.04,1164,,15
3835,Tab Kestore 10mg,25,2019-02-21 14:19:18,2019-02-21 14:19:18,30,20.98,1164,,15
3836,Tab DIAMICRON MR 60 mg,155,2019-02-21 14:19:18,2019-02-21 14:19:18,30,17.04,1164,,15
3837,Tab  Ostin,51,2019-02-21 14:19:18,2019-02-21 14:19:18,20,37,1164,,15
3838,CILAVIT  UC-II,157,2019-02-21 14:19:18,2019-02-21 14:19:18,20,80,1164,,15
3839,Tab  Paromax  20mg,49,2019-02-21 14:19:18,2019-02-21 14:19:18,30,21.5,1164,,15
3840,Tab Naze .05mg,160,2019-02-21 14:19:18,2019-02-21 14:19:18,30,2.7,1164,,16.7
3841,Cap Colonil MR 200mg,14,2019-02-21 14:20:43,2019-02-21 14:20:43,8,24.1,1165,,23.5
3842,Tab  Itofix SR 150mg,15,2019-02-21 14:20:43,2019-02-21 14:20:43,4,32.5,1165,,23.5
3843,Pentoxol-M,72,2019-02-21 14:20:43,2019-02-21 14:20:43,4,4.44,1165,,15
3844,Tab  Vadil  12.5mg,74,2019-02-21 14:22:48,2019-02-21 14:22:48,30,8.93,1166,,15
3845,Cap LapraZole -30mg,6,2019-02-21 14:22:48,2019-02-21 14:22:48,30,16.05,1166,,23.5
3846,Tab  Pepzym,76,2019-02-21 14:22:48,2019-02-21 14:22:48,60,8.83,1166,,15
3847,Tab  Pro-D state,161,2019-02-21 14:22:48,2019-02-21 14:22:48,1,170,1166,,23.5
3848,Tab  Stevit,52,2019-02-21 14:22:48,2019-02-21 14:22:48,20,38.25,1166,,15
3849,Tab  Itofix SR 150mg,15,2019-02-21 15:56:03,2019-02-21 15:56:03,7,32.5,1167,,23.5
3850,Cap LapraZole -30mg,6,2019-02-21 15:56:03,2019-02-21 15:56:03,7,16.05,1167,,23.5
3851,Tab  Paromax  20mg,49,2019-02-21 15:56:03,2019-02-21 15:56:03,7,21.5,1167,,15
3852,Tab Naze .05mg,160,2019-02-21 15:56:03,2019-02-21 15:56:03,10,2.7,1167,,16.7
3853,Cap LapraZole -30mg,6,2019-02-21 20:06:42,2019-02-21 20:06:42,14,16.05,1168,,23.5
3854,Tab  Itofix SR 150mg,15,2019-02-21 20:06:42,2019-02-21 20:06:42,14,32.5,1168,,23.5
3855,Pentoxol-M,72,2019-02-21 20:06:42,2019-02-21 20:06:42,14,4.44,1168,,15
3856,Tab  Telsarta-A  5/40,39,2019-02-21 20:06:42,2019-02-21 20:06:42,28,25,1168,,15
3857,Montiget 10mg,71,2019-02-22 12:51:05,2019-02-22 12:51:05,20,22.93,1169,,15
3858,Tab Neumox,7,2019-02-22 12:51:05,2019-02-22 12:51:05,5,79.8,1169,,23.5
3859,Cap Waraxim 400mg,36,2019-02-22 12:51:05,2019-02-22 12:51:05,7,65,1169,,17.55
3860,Tab  Pepcidine  40mg,148,2019-02-22 12:53:53,2019-02-22 12:53:53,10,32.6,1170,,15
3861,Tab Anafortan Plus,58,2019-02-22 12:53:53,2019-02-22 12:53:53,10,12.73,1170,,15
3862,Cap Waraxim 400mg,36,2019-02-22 13:01:12,2019-02-22 13:01:12,5,65,1171,,17.55
3863,Tab  Flagyl  400mg,65,2019-02-22 13:01:12,2019-02-22 13:01:12,15,1.58,1171,,15
3864,Tab  Anafer,158,2019-02-22 13:01:12,2019-02-22 13:01:12,120,19.75,1171,,23.5
3865,Cap Rezz -20,19,2019-02-22 13:01:12,2019-02-22 13:01:12,30,15.8,1171,,23.5
3866,Tab  Librax,163,2019-02-22 13:01:12,2019-02-22 13:01:12,30,4,1171,,15
3867,Tab Sofvasc HCT  5/160/12.5,56,2019-02-22 15:02:48,2019-02-22 15:02:48,14,30,1172,,23.5
3868,Tab  DioPlus  5/160mg,114,2019-02-22 15:02:48,2019-02-22 15:02:48,14,27.67,1172,,15
3869,Tab  Inosuta plus 50/500mg,159,2019-02-22 15:02:48,2019-02-22 15:02:48,28,23,1172,,15
3870,Tab DIAMICRON MR 60 mg,155,2019-02-22 15:02:48,2019-02-22 15:02:48,20,17.04,1172,,15
3871,Tab Byscard  5mg,59,2019-02-22 15:02:48,2019-02-22 15:02:48,14,13.04,1172,,15
3872,CILAVIT  UC-II,157,2019-02-22 15:02:48,2019-02-22 15:02:48,20,80,1172,,15
3873,Cap Solus 40mg,34,2019-02-22 15:09:54,2019-02-22 15:09:54,28,22,1173,,17.55
3874,Tab  Itofix SR 150mg,15,2019-02-22 15:09:54,2019-02-22 15:09:54,14,32.5,1173,,23.5
3875,Pentoxol-M,72,2019-02-22 15:09:54,2019-02-22 15:09:54,20,4.44,1173,,15
3876,Tab  Pro-D state,161,2019-02-22 15:09:54,2019-02-22 15:09:54,1,170,1173,,23.5
3877,Tab  NoSPA  40mg,61,2019-02-22 15:09:54,2019-02-22 15:09:54,28,7.2,1173,,15
3878,Tab Amstan 5mg+160mg,22,2019-02-22 15:14:24,2019-02-22 15:14:24,15,28.57,1174,,15
3879,Tab  SitaZan,149,2019-02-22 15:14:25,2019-02-22 15:14:25,29,25.71,1174,,23.5
3880,Tab  Modrin,68,2019-02-22 15:14:25,2019-02-22 15:14:25,20,1.79,1174,,15
3881,Tab  Pepcidine  40mg,148,2019-02-22 15:56:05,2019-02-22 15:56:05,5,32.6,1175,,15
3882,Tab Amstan 5mg+160mg,22,2019-02-22 15:56:05,2019-02-22 15:56:05,4,28.57,1175,,15
3883,Tab Naze .05mg,160,2019-02-22 15:56:05,2019-02-22 15:56:05,6,2.7,1175,,16.7
3884,Cap Rezz -20,19,2019-02-22 15:58:20,2019-02-22 15:58:20,14,15.8,1176,,23.5
3885,Tab  Pepzym,76,2019-02-22 15:58:20,2019-02-22 15:58:20,28,8.83,1176,,15
3886,Pentoxol-M,72,2019-02-22 15:58:20,2019-02-22 15:58:20,14,4.44,1176,,15
3887,Cap Colonil MR 200mg,14,2019-02-22 15:58:20,2019-02-22 15:58:20,28,24.1,1176,,23.5
3888,Tab Naze .05mg,160,2019-02-22 15:58:20,2019-02-22 15:58:20,3,2.7,1176,,16.7
3889,Tab  Vadil  12.5mg,74,2019-02-25 13:06:52,2019-02-25 13:06:52,10,8.93,1177,,15
3890,Tab  NoSPA  Forte  80mg,62,2019-02-25 13:06:52,2019-02-25 13:06:52,30,13.85,1177,,15
3891,Tab  Pepzym,76,2019-02-25 13:06:52,2019-02-25 13:06:52,20,8.83,1177,,15
3892,Tab Neumox,7,2019-02-25 13:06:52,2019-02-25 13:06:52,5,79.8,1177,,23.5
3893,Pentoxol-M,72,2019-02-25 13:06:52,2019-02-25 13:06:52,10,4.44,1177,,15
3894,Tab  Librax,163,2019-02-25 13:06:52,2019-02-25 13:06:52,10,4,1177,,15
3895,Tab   Ezilax,80,2019-02-25 13:06:52,2019-02-25 13:06:52,10,21.39,1177,,15
3896,Tab  Inosuta plus 50/500mg,159,2019-02-25 13:22:40,2019-02-25 13:22:40,14,23,1178,,15
3897,Tab  Telsarta-A  5/40,39,2019-02-25 13:22:40,2019-02-25 13:22:40,7,17.86,1178,,15
3898,Tab  Stevit,52,2019-02-25 13:22:40,2019-02-25 13:22:40,20,38.25,1178,,15
3899,Tab DIAMICRON MR 60 mg,155,2019-02-25 13:22:40,2019-02-25 13:22:40,10,17.04,1178,,15
3900,Cap Colonil MR 200mg,14,2019-02-25 14:00:26,2019-02-25 14:00:26,14,24.1,1179,,23.5
3901,Tab  Librax,163,2019-02-25 14:00:26,2019-02-25 14:00:26,30,4,1179,,15
3902,Syp LacNovex 120ml,10,2019-02-25 14:00:26,2019-02-25 14:00:26,1,148,1179,,23.5
3903,Cap LapraZole -30mg,6,2019-02-25 14:29:33,2019-02-25 14:29:33,14,16.05,1180,,23.5
3904,Tab  Itofix SR 150mg,15,2019-02-25 14:29:33,2019-02-25 14:29:33,14,32.5,1180,,23.5
3905,Tab Scipride 50mg,27,2019-02-25 14:29:33,2019-02-25 14:29:33,28,10.5,1180,,15
3906,Pentoxol-M,72,2019-02-25 14:29:33,2019-02-25 14:29:33,14,4.44,1180,,15
3907,Tab Amstan 5mg+160mg,22,2019-02-25 14:45:53,2019-02-25 14:45:53,3,28.57,1181,,15
3908,Tab Acetra 37.5mg/325mg,41,2019-02-25 14:45:53,2019-02-25 14:45:53,6,10,1181,,23.5
3909,Tab Neumox,7,2019-02-25 14:45:53,2019-02-25 14:45:53,3,79.8,1181,,23.5
3910,Tab  DioPlus  5/80mg,115,2019-02-25 15:00:15,2019-02-25 15:00:15,14,19.37,1182,,15
3911,Tab Naze .05mg,160,2019-02-25 15:00:15,2019-02-25 15:00:15,20,2.7,1182,,16.7
3912,Tab  Pepcidine  40mg,148,2019-02-25 15:00:15,2019-02-25 15:00:15,10,32.6,1182,,15
3913,Tab Kestore 10mg,25,2019-02-25 15:00:15,2019-02-25 15:00:15,20,20.98,1182,,15
3914,Tab Cinirant 1mg,42,2019-02-25 15:00:15,2019-02-25 15:00:15,20,16.1,1182,,23.5
3915,Tab  Febustat  40mg,152,2019-02-25 15:22:46,2019-02-25 15:22:46,20,18,1183,,15
3916,Tab Kestore 10mg,25,2019-02-25 15:22:46,2019-02-25 15:22:46,20,20.98,1183,,15
3917,Tab  Paraxyl  12.5mg,69,2019-02-25 15:56:24,2019-02-25 15:56:24,5,23.33,1184,,15
3918,Tab Naze .05mg,160,2019-02-25 15:56:24,2019-02-25 15:56:24,5,2.7,1184,,16.7
3919,Cap Colonil MR 200mg,14,2019-02-25 15:56:24,2019-02-25 15:56:24,10,24.1,1184,,23.5
3920,Tab Acetra 37.5mg/325mg,41,2019-02-25 15:56:24,2019-02-25 15:56:24,15,10,1184,,23.5
3921,Cap LapraZole -30mg,6,2019-02-25 15:56:24,2019-02-25 15:56:24,5,16.05,1184,,23.5
3922,Tab Anafortan Plus,58,2019-02-25 15:56:24,2019-02-25 15:56:24,15,12.73,1184,,15
3923,Cap Rezz -20,19,2019-02-25 16:25:53,2019-02-25 16:25:53,5,15.8,1185,,23.5
3924,Tab SimGesic,18,2019-02-25 16:25:53,2019-02-25 16:25:53,10,9.85,1185,,23.5
3925,Pentoxol-M,72,2019-02-25 16:25:53,2019-02-25 16:25:53,5,4.44,1185,,15
3926,Tab Zerifax 550 mg,156,2019-02-25 16:27:36,2019-02-25 16:27:36,40,49.68,1186,,20.95
3927,Tab  Lasoride,63,2019-02-25 16:27:36,2019-02-25 16:27:36,15,3.81,1186,,15
3928,Cap Colonil MR 200mg,14,2019-02-26 12:40:05,2019-02-26 12:40:05,10,24.1,1187,,23.5
3929,Tab  Librax,163,2019-02-26 12:40:05,2019-02-26 12:40:05,10,4,1187,,15
3930,Tab  Xibmed  60mg,151,2019-02-26 12:40:05,2019-02-26 12:40:05,2,10,1187,,23.5
